Key,Price
YYD71,727.46
6DHZK,913.99
4OUB8,653.38
9U2NB,659.70
6YQCT,909.35
YRRXT,575.82
4L1XJ,913.05
VEXU5,369.99
ZVNH3,659.48
K4B1C,491.36
342DT,819.04
UT75Q,585.16
L2CA9,898.21
6V1EV,42.25
WEHQA,849.79
UOMH1,105.00
IU1YS,910.39
8CPNV,312.98
Y1C7E,201.50
RAEKG,587.76
OOFAR,876.31
ENKSP,874.49
B3G1B,764.09
8KHDN,937.18
VEDNU,751.78
MDCKY,580.54
NE532,940.30
XVKGP,587.96
RCW0X,404.10
P6N27,435.48
1ULAR,920.49
YROBI,714.99
5E2R8,599.92
PYZQH,384.91
7Y0R8,842.48
UYQVG,875.42
5008Z,25.80
LAQ7D,584.54
9QFV0,601.62
N1G2X,57.40
9OG8N,570.20
5AWAL,351.73
F8BKT,680.65
PA01Z,155.56
K5GV6,276.89
ID8TG,556.82
PFRXG,74.05
CUWV3,253.41
NYQB2,292.91
XT75D,444.28
SEP6I,731.03
6SQQR,435.47
RS2E1,121.07
88699,849.47
LZC43,665.66
9KS1L,852.97
NWNPJ,149.90
B6HD5,716.20
3017O,907.92
C2ZLP,328.81
V2OY2,635.52
HJHVJ,325.09
UWUZ4,965.89
OB8G1,224.01
AVOBS,570.87
6QLK1,104.05
LFAWT,985.24
JB8Y3,513.31
RMSVX,199.77
62GUK,974.37
A5UIN,79.20
F4UTH,325.85
L2E45,711.36
L6Q8B,144.10
CZ5CR,17.56
2ROX8,524.58
FA68E,193.84
FCMMX,608.53
BRFJF,660.29
1X1OK,194.96
8O5NF,506.49
5BYCO,686.89
YQFHA,295.05
TO229,959.82
YWL2B,704.45
49YP5,485.02
HHHAA,593.92
BMSRJ,750.45
4H3KS,719.25
QJEGE,989.50
QWTFH,725.53
H34ED,309.60
1YGL3,676.62
KURN7,272.81
DGYEM,421.88
2JUAO,245.11
2HGX9,385.84
N6IOL,456.64
7P2D0,584.70
UN73B,172.84
X3ZED,571.58
VRQNC,560.75
SV1W0,53.64
LL4AM,318.54
VD0ZW,365.08
J45G2,405.18
9FDO9,724.12
49K3X,976.97
YD442,831.91
0J9QK,141.08
U3869,659.13
05BVZ,541.37
Y56BK,55.91
P7COV,712.96
E4NJV,822.32
QOX2W,948.62
J10BX,30.04
UUAUH,6.07
UDS19,519.56
6J7V2,85.85
NYRCU,510.13
FCMOO,234.79
6NA7B,794.06
H2GEW,210.27
PGNMT,248.84
AMQHA,769.61
AM1YA,649.23
3G5PQ,438.55
7DEG6,722.22
COQ4E,772.44
FBNVU,138.73
Q4A5X,737.20
C6YFE,23.83
TMVS1,487.45
AALJG,623.38
BW8C8,945.74
WUWHF,633.26
VR5VO,976.51
C34BY,594.75
IXCEG,299.27
1FUJR,760.90
EWIJQ,616.95
U8CTS,918.54
F76BO,578.17
3KD30,330.37
RE776,184.16
ARLZO,253.69
AO7T9,963.67
8XPNT,450.49
8ITSS,473.26
EG937,215.07
ZAY1T,379.77
PE1FO,937.08
H0VUH,498.85
6J39Y,662.71
G3G2O,336.80
H84GH,766.69
R8SZD,843.37
8H5A0,69.69
8V38O,595.47
JMI27,755.96
G8F4Z,285.57
A1X5V,254.75
MZRLO,59.47
3NNSN,2.35
O07HP,921.93
9R5GG,517.54
0K6E9,568.46
K6FBQ,89.58
PCYUW,876.58
LFXJN,315.37
XMBJO,53.53
8Y5LY,411.32
2KQ05,220.29
3PA32,324.95
7GGGM,893.18
PLNYV,316.25
SGF14,215.89
766ZT,879.90
VCNGN,64.69
GVMZ0,515.92
UOCLI,685.56
A4NGF,988.05
AV6CK,248.96
X1I0O,557.37
7X26Q,758.96
Q6UKS,800.12
1P8D3,524.98
9ITBC,824.73
5IP7V,286.58
WN68U,179.05
YQ7CI,789.89
IBV6I,906.82
CH3L6,999.28
RLKPJ,543.31
YYSDB,475.33
C3X3H,362.19
1ZNLX,859.07
BQZEJ,575.82
LJMFH,408.43
DT5UZ,666.62
ESGN1,685.23
DAHZG,874.09
JK7TC,573.92
4R9PP,157.89
X4ZZ2,161.54
01GLT,968.45
TAP7M,716.78
3SBGL,173.90
GQVZ3,769.53
NUCUN,20.55
UQ768,550.80
0CB2F,963.47
FWFXY,5.00
8NLZN,79.55
UMMH0,70.40
VFBAQ,297.52
XCSPQ,5.79
EKWK9,502.10
R0ES5,243.39
26XAU,121.81
JFBJR,992.55
B06BE,743.73
N0HQN,803.00
KCHYH,697.53
FTR6Q,525.48
XOVFT,146.71
G1FTU,412.04
O187Q,676.98
WU6NN,849.61
B6F8C,530.99
RS28N,457.18
0FG9M,640.07
6QPIL,471.46
ID513,398.07
IJAQZ,830.69
3MK1C,811.47
95X23,414.14
N8N6E,91.07
70FQL,395.82
I2A5T,790.50
JFEWV,83.34
L15IC,351.08
1RQLV,55.20
59LGZ,266.03
JMLNH,628.25
L1WFI,826.41
PIBOB,901.81
F7ZMF,919.72
N5RD4,472.92
D53OU,177.81
BRKJ5,356.41
7CGEK,356.96
8BFA4,332.43
ZTWVK,286.62
VS26S,674.06
E5HKI,941.50
0QLG8,71.08
P8KYV,876.39
1I0JQ,632.41
DMSB5,14.83
RARM5,556.41
UC7LI,39.80
5NGBL,324.29
8E988,238.54
B81F6,563.37
VMMBB,910.74
DK3SC,492.01
DLUC7,606.93
3RQ5J,248.86
EYMFX,258.92
ZPCP9,883.38
0QQMT,914.71
4SFZF,106.28
AB41E,452.89
JN6XW,38.48
XEEKJ,641.47
PTFPF,688.53
S9Q0G,536.98
NC5LD,69.28
KH7TU,699.07
FFDNN,244.90
LRXDO,492.32
EY8RJ,204.07
MB7XP,671.80
XBSYQ,174.58
Y6NW0,100.21
H2JLZ,307.63
KAKQM,184.85
QHXBN,724.01
4V34V,889.19
06CCN,740.39
UTWG0,537.75
FJRGP,458.67
ZBRPQ,380.99
Q0YX9,234.09
K9GH4,43.54
41JMA,26.79
J8XO1,816.67
ZT00Q,702.65
QCJPO,717.51
0W57B,334.40
KOZHB,294.88
RMGTT,670.86
7GNZX,213.99
WEB2D,294.43
228EF,441.69
4QLD7,250.68
G4LYP,879.54
KPZS4,248.14
FYIAO,32.59
J0H9Z,252.97
MXK8F,534.11
WM9IM,807.10
WHSK7,933.34
4PS0Y,769.94
12N4U,64.09
448QF,835.73
VU0RW,652.49
68WUF,63.95
UQ2SZ,463.16
2B1L5,603.10
0OX1X,307.16
TDN75,882.92
GTXU7,359.67
G4B6S,518.54
KL78Y,345.64
KH537,456.04
6R24D,725.29
DOA8B,218.79
PT4IY,994.94
E30SI,614.68
ON0W7,871.86
U5HYY,834.32
NUM97,351.78
6TJ06,364.67
N7HKK,950.01
HVB1S,821.46
YXL00,990.08
N5PEF,377.37
OT3DP,732.89
RE6OA,849.53
PGSB5,428.09
ZJ5U8,936.70
52WQI,691.42
MN3ML,636.22
CZ1EM,206.28
0LMJD,730.64
VTTDW,525.33
02HT3,611.06
7OW00,170.01
4YYG6,207.80
0D7ZJ,374.30
Q1P5N,752.71
YX33W,239.49
B6OHS,114.40
YOKF3,27.24
NTY93,411.96
DDFWK,311.19
ZW1OZ,695.46
QJVBO,948.79
BU1AF,985.65
1FYDB,525.39
G9LUT,660.75
0OAB5,253.20
T1SBK,417.91
XUSVK,381.11
FM41R,699.79
VUVN7,455.33
N62UH,568.67
AVF6X,819.92
JF2ZX,242.63
406ZY,845.66
PEKZG,275.11
J953Q,331.06
G96U9,613.63
V9QU0,175.01
MV0KQ,370.46
OBBL8,191.50
C8CPN,723.45
V2J65,312.26
9QTMZ,614.99
3UAEP,930.71
MMHH5,114.24
WS1Y1,48.79
29OUE,787.14
2XODL,240.38
TSPXZ,119.15
YSMTO,594.83
SLONK,237.37
3AAA9,337.42
HSDSA,538.05
K8BL7,510.27
4YYQV,294.62
8S0WB,428.58
03PSV,747.24
UV3JT,324.14
3AJUY,550.61
2BY4U,683.51
FA8VX,273.52
XJOXR,255.11
FPBCA,506.49
PX7EV,275.31
HE58J,956.66
XC06Q,791.13
3EY0B,927.38
6KXXB,362.15
MHLSK,99.19
0FTSE,421.65
KTAQS,625.86
SJD7L,939.39
S1OQR,656.79
JHV1N,220.46
Q6K7V,587.74
S3A3S,383.20
2UX92,333.80
N055M,54.94
P6X2G,411.16
1Q56N,611.96
FUNW5,466.06
55PF1,177.53
X1U3X,261.96
1E4UJ,104.96
3KIW0,217.96
X6ISS,231.25
HM3BB,281.87
UWTHC,732.35
W1D48,551.03
4UE83,846.54
HTO2A,583.82
CPYF9,289.49
9C0HL,407.67
VCF8O,686.95
LDZIP,917.98
QURRK,468.34
074FG,805.76
4REC4,339.68
TJKZ1,974.05
5US9D,323.10
G2YHY,121.41
K0R86,424.99
VK7UZ,141.19
FGL9R,697.50
ZYCG5,968.97
4MKUW,297.98
X384K,680.64
FTLWL,317.59
0VMTV,922.53
RV2U3,911.42
M9PSZ,94.78
RBW7M,692.30
MVF2P,912.98
IAEMX,155.38
QXS0K,217.45
GX80E,95.99
5OD98,993.15
RNKHV,401.54
BZDGL,57.36
MNIT2,725.42
2RR4S,509.27
N5HGU,195.02
D1Y50,811.11
BLY0J,252.65
8Q1NH,837.82
P4IKP,336.37
C3HCJ,531.72
5EQVM,969.83
DUF62,302.48
VY6VN,119.41
OYRKQ,577.44
WADZ9,994.12
G1IAG,80.89
Q9E0E,88.06
83XXY,490.55
5GHH7,41.07
3AGLN,36.34
6FWD3,564.46
LWVAS,135.99
XQ0EI,964.27
CGB7A,809.83
SWXIH,639.61
63WSA,751.76
F7EML,891.52
8IKHA,376.52
98BIJ,252.30
Q3VC0,469.51
9Q37O,822.00
9HAYZ,475.19
DED5O,404.22
8TVJS,282.32
G3JDY,248.63
PSBA1,813.83
8H2F4,926.39
YALA8,613.88
6QHBC,888.53
VVEN0,859.68
OQPYK,632.60
OMBRP,766.26
EC95O,710.80
MLSQU,15.11
P1P83,803.12
BDPFF,333.98
4P5WB,100.65
DJ3YF,611.41
7AF1E,824.92
XW026,664.82
8Z5BH,176.38
THVH9,59.65
EM7YC,428.68
1FW24,265.55
2I7OW,137.38
LI4IO,174.81
T1D8I,544.99
5F4XZ,385.20
DYMHI,171.50
ENIYM,500.89
Y2KQR,946.30
70AWP,959.85
QAH2C,279.42
JWR80,500.33
OQV8K,480.48
GAFQ8,644.22
CSEPR,173.22
ZDLXQ,711.80
3AYK0,832.26
ED3UU,274.23
LA14A,564.17
GO3Q6,427.19
Z8TWK,147.81
OOIVD,704.79
WEQ4X,503.39
2WGEZ,153.72
2O4C3,839.81
F6GLY,949.16
ZWUFV,6.71
95G4S,305.63
JHQ41,651.11
F9KOE,280.12
CTEL4,551.60
WENUT,587.48
1V71J,293.13
5WPGR,762.35
MOAQL,46.50
DPW7F,138.68
8Q4CG,144.95
9JRTI,73.83
3CRUX,268.84
V1ZG8,541.19
WGDGM,442.38
NSLLJ,387.64
NPT1G,913.38
FBHGG,672.74
OCONV,486.84
HPRSJ,210.48
C943R,534.63
0HDT1,158.90
RPNV1,160.76
DROTE,388.85
B6GO9,779.15
CE3A5,550.69
1FAZ2,100.65
BOLMP,749.19
EAP4T,911.84
41E9P,723.90
FRLKP,762.15
HVOC8,983.66
7KJ8F,335.00
8VXJ9,595.83
JIKCQ,378.49
K10G4,865.87
NTEPV,849.79
0PUSG,666.18
DI9SO,408.26
RY18C,691.94
ZQ9CX,207.20
7MDAR,718.13
3UFK1,597.71
91EVZ,34.54
XUMYK,566.86
5II2W,758.44
BWV2Y,5.39
KY3S9,22.98
8DGNK,984.81
9NNDR,760.17
X3TZO,791.41
NILBU,830.65
OF4VX,666.87
IJQJK,629.33
V5P18,414.53
EVS6U,847.80
R3ZGS,144.87
RUYF1,262.26
ORIU3,500.97
YX8VA,0.90
E00D9,486.83
OA9OL,543.94
1766E,850.51
3U292,322.61
Y60ZB,376.52
3Z62X,161.29
6FLCO,738.83
8Z6EP,673.01
Q32ZU,162.70
TKP3X,576.51
3Q51X,537.85
I9OFF,247.20
UZN9I,264.49
W4ONN,794.90
7T9MB,3.28
DB19E,816.50
4RBQ2,561.19
YSTZV,126.22
CQDMD,821.99
NPIBK,20.71
0C9GE,545.31
8EKCG,77.67
53HK9,764.38
1CW1K,151.67
R884F,932.49
DX97R,931.50
B40RE,316.78
T1NP3,705.67
3A7XQ,181.31
44OWY,530.69
6463F,721.00
N30SJ,587.53
JLFTY,165.21
1TJES,407.35
TXS8K,205.12
LOMAQ,663.26
Z0YO9,867.62
01YMR,275.11
YQ6S4,658.02
XS8L7,405.57
9L8RP,19.61
Q17IH,332.38
35E5P,860.28
KJCO2,408.30
EPO4L,222.32
LATF0,544.21
XXR45,566.16
8R0KQ,871.97
RD9MQ,626.05
RQCHB,598.02
22EGF,286.62
0QWFE,18.64
8TDRF,440.26
679AL,480.26
CQFN6,455.60
N12JB,409.15
P74KU,779.56
1101S,698.84
1M9IN,390.11
APF1R,445.02
0Z1JA,844.50
I5HAB,33.16
QBLQE,491.70
M9H3M,632.01
9JGM5,855.51
B7PPX,950.32
V1UZ3,81.99
4B7YS,857.14
P6WWV,589.79
YNFR6,340.01
E2EHZ,948.88
BO364,286.08
CJI1R,468.21
TIDSQ,416.43
3203O,1.10
YHOX3,212.93
ANR1T,217.39
EXP2Q,356.08
FB1ZO,929.35
DCNRV,388.28
R80LY,365.34
BQROL,444.81
PDO7K,79.61
ARNIT,583.29
0XZ7M,244.07
AB8AV,702.36
HGWY5,147.27
JCR7C,684.95
GCAJB,951.76
FJANG,795.96
VJNB8,883.71
FMVK6,168.78
BO159,884.99
KE0O1,212.99
U1LYN,561.07
7Z93Z,986.45
1GKIU,840.68
A73NR,228.28
5SOR4,552.79
05E53,272.00
2ZB3V,462.22
RT35J,709.03
3ICE1,282.19
0O5EL,286.04
UNCZR,649.14
WSQG2,0.54
TF05Y,550.43
OP212,23.84
98LUY,479.16
IKQ4T,242.67
1D1DF,191.76
K3P71,423.48
HBVO1,769.49
LWIX9,1.83
PSJ9B,79.69
KBUBB,399.69
BJPC6,953.55
Y9ZMS,908.41
GDXPI,387.94
O8QMK,153.15
9CLBO,803.04
Y2CFH,397.04
JLRW6,905.38
3K362,793.82
ANA59,456.30
T0KRM,780.11
8UEEL,401.08
9W3MR,255.22
3MAPT,855.36
1AU1X,14.65
3IQB3,372.24
3ASBJ,989.11
USRQK,803.29
ISZIE,657.35
K9MO5,926.06
VIC3Z,656.31
IJMGZ,162.63
6HXDA,793.57
4Z14S,934.15
Z34JI,243.53
5M1YL,151.92
MEUAC,123.44
8QACM,205.78
HQZFH,709.09
W37EI,604.20
7PVVB,460.23
ICKCU,399.29
JU657,883.17
IAKLD,133.31
KUU6G,161.38
60P6U,32.90
12ALY,932.27
LBDNC,840.34
JW6M0,399.64
T45S7,468.96
VHVD3,65.18
QPRS4,803.65
JJ65Q,488.36
TB55Q,829.74
5F2GE,869.03
FXB6X,599.46
PWFMY,295.22
EDR3A,168.48
W7TJB,464.51
Q60RQ,870.43
IXFUP,202.65
YJE4Y,620.19
L1W9L,112.15
NPW4G,75.77
P8HDL,423.38
ECDXF,237.06
3VP8T,159.98
QBOS8,974.26
3AKQI,144.41
4LND6,1.23
L29N1,679.61
FO3QB,191.25
K6L64,196.29
YO9PX,189.62
T8O3I,996.07
OGGJT,380.82
PEGLJ,517.92
DDH16,121.91
2L9H9,693.98
RZO14,981.75
C232S,439.97
CUC22,148.78
LHD5N,403.65
96E70,188.39
B7S8E,860.88
HKFV4,852.66
L6NVU,674.26
1XVML,963.83
XMK6P,65.12
LLKJ0,644.07
8EX9V,856.71
3Q898,954.96
C912F,741.27
E69F3,838.66
ITBQQ,401.55
L0UG6,840.04
T3ZRL,287.14
Q7QOH,807.40
CNF9D,709.93
DHNQ4,924.31
V9MQH,872.93
VQBCB,958.01
U81R2,695.92
S5NNT,398.42
MWER0,789.35
PRHGO,873.93
JJ6O2,607.36
VM4CB,298.74
GV5D4,833.66
VLBK2,488.21
BCT1A,81.54
SWSZG,173.31
HQWCP,474.50
B1SGR,482.77
IN9Y9,430.45
U35YJ,53.87
R60AI,216.54
OF4SS,923.76
DMVB2,214.89
IR9TY,570.72
934WO,562.80
MNN5V,196.14
XDJZE,909.14
VL7YP,500.34
IM5B9,144.52
O6RDP,724.65
IS2XX,449.98
RUWT2,357.63
W17C2,788.08
D9CW9,156.03
GVAR2,93.68
WQNG1,710.52
GT9WL,411.98
AV7D0,769.67
3F6LJ,108.82
EHI6Z,481.96
FS8OK,452.85
QTPZK,5.23
6SWI4,399.04
5QTA4,986.95
CQOGZ,245.30
LGS2P,375.53
OZ5A8,130.17
G5TNM,576.91
L7UC5,562.53
0GUMQ,683.39
N81ZP,480.46
XGWX4,258.50
S7STB,408.21
TPWWZ,347.67
2W6US,623.50
GU6W7,363.38
M708V,592.51
5WMGO,139.22
G1SU5,361.51
JMRM0,676.78
PA9QF,48.87
6K63T,195.58
2UW3Y,253.90
CHLE3,64.70
7GXX3,423.95
WIH7A,249.73
L83SW,510.66
N1FDG,677.63
IKKN1,394.53
PZ8Z6,371.02
U6U6O,761.34
7B9OQ,704.82
QD7OV,373.95
PG799,948.49
E1OXX,601.02
G3THC,211.31
MTHGR,524.72
Z6ZY7,227.94
3GS9G,325.42
3G7DQ,187.27
C4GU6,65.97
ZZ9WU,332.23
RKMY2,937.82
WCR5O,461.12
7DHCW,244.18
PAK68,191.48
CK2A6,949.42
8GPAM,440.40
1V3O7,532.54
4STMR,730.30
CQJ2J,118.00
F2AJV,272.76
G0J45,408.16
OMNFL,432.03
O3A9D,433.10
JRV7Z,257.27
V8SEH,751.33
U0UFC,334.33
03OQ9,563.00
QF0LH,995.57
PWUDK,864.87
T8OQQ,452.54
AFEQZ,182.38
ERWWO,191.50
LSXQR,922.06
FKX51,775.64
69ZTV,884.55
BTMS9,459.72
RCCYJ,746.65
LNRXP,412.18
94I9E,838.66
INHWM,364.58
015IV,813.80
3U12H,174.24
3FS9W,610.81
G3VQC,716.63
E2L2J,257.76
ZEG2J,792.77
QKZL0,820.52
31QNU,232.46
T3G9A,300.31
NC12X,70.26
UBFBW,145.09
QV5Q4,664.22
DLR79,253.02
UYTLJ,488.58
7S81C,296.67
YA4Q9,941.92
0V525,515.39
JF04K,343.75
JGSM4,459.98
V98CU,190.39
9YZQG,664.93
P27DF,329.84
8B4ET,322.41
GD6CZ,613.44
RJ9MA,149.85
MPOL2,746.31
TLU63,539.07
JL575,468.54
HNDGC,306.93
NR3CN,489.70
50WNY,693.75
PFI8R,120.35
IF1U6,891.65
ICJOZ,753.42
EW5NP,458.96
E8XTM,233.92
X5O3X,821.22
NY15R,716.47
5G2V7,999.51
ZZZMU,958.56
9VLAR,513.82
JMVFN,330.54
Z264W,695.26
YT0MT,794.61
FZZJ4,307.45
I4MEQ,518.16
1E162,938.48
Q5WQY,433.48
43PVG,478.97
BX434,942.63
HEHH0,944.33
AXH78,402.91
ZLV2S,952.20
EYRVG,648.27
5NNZ4,699.65
IEVTU,483.96
5SA3V,851.83
PE5KQ,997.37
GD0ND,566.78
IUP1S,511.45
N5EOB,253.71
TPUSD,351.97
BUO9E,925.53
V9O3Y,810.61
VBX8X,376.51
HDH0H,24.74
ZZJPE,772.58
YDB6Q,499.60
RAMXT,29.62
YO8EA,62.75
IN51T,120.69
SERSW,798.92
DHIYB,344.24
4AO71,501.43
TMIZC,676.57
RKAJ9,334.39
MH8VR,634.58
PBTL9,527.80
WNR2M,305.99
00QH9,631.69
ZL7FB,807.83
TC709,105.58
BSUR1,989.57
O5U63,364.30
EA9P8,545.37
NHA2W,290.84
UF4WT,168.15
FGSD9,243.38
XJLBW,53.77
E94U4,975.00
1TAJG,382.09
HKAHI,823.85
D35YA,149.68
KIL67,488.06
SJKMT,704.85
3XFBA,161.84
4QZXQ,405.01
ALENN,884.65
EOQWI,418.10
FTNWE,282.71
J4PW8,745.58
K8ZQ9,438.88
K0ROF,403.87
L6M33,416.23
NEAB0,821.94
8L4WF,145.41
JN5L2,58.67
39556,450.77
UI6TQ,971.70
QOVYQ,365.26
IUQAB,849.38
DA3W8,324.04
9EGB9,691.38
KZB3G,935.09
BKUT6,703.62
LBTZT,148.12
P3L5Y,362.40
5QEC3,561.23
PRM15,265.25
UQ81S,85.67
QN8EL,856.58
2VDBD,529.20
VN428,445.83
ZTQ9Z,54.61
DNHAJ,680.66
CRHC7,296.84
CBKWM,649.24
ZQERI,856.18
2GZSN,796.57
3B5PN,514.73
6RQYF,929.37
C84WT,749.93
N3MSL,109.70
71OQT,23.28
XLQ44,886.11
VT1E5,368.95
PRP3T,701.72
P7V7R,573.35
YTWR6,542.36
0CFE3,399.96
TJY36,232.17
V72LW,717.38
UUCO6,271.68
SXMFS,688.51
JJ70E,125.63
DP3RI,58.05
SE4YG,132.47
ASH5R,214.59
KXC11,784.44
RSWFG,556.73
PSZ0S,799.44
K146Q,843.79
0O9CO,619.41
7K219,332.43
ZCEC9,426.12
7YBJ0,216.38
JTK3P,993.05
4PXXC,349.25
C3PQT,735.57
SKS5Z,525.10
TML2Y,496.17
08ZZU,202.49
P5DJO,654.20
TA34Q,456.96
QKK5Z,435.89
XGPET,99.45
EPWQR,214.34
ESZIP,668.10
6O1SP,48.98
5G317,334.66
WFAX1,446.40
Q2PFH,789.06
T2M7N,18.87
5DE96,865.29
ZH5EY,853.49
8AUAO,139.20
K12GV,257.52
859C7,757.31
6YCE5,928.99
W4CIF,622.61
L4FME,164.37
WHJVP,434.65
4ZO1N,71.73
AQ38H,239.85
WW12J,715.29
MPXJ0,85.59
YJPXL,130.52
QHU1S,777.26
JWXRF,597.16
ITCTG,669.73
TI2XE,375.90
EOV7F,352.47
C7GG8,837.78
3EPIA,17.26
NY4KQ,903.79
3QQXG,29.68
NKHIX,63.18
WJICO,814.72
AYSCT,252.63
AJ38N,26.18
6F4XZ,843.71
6J4Z7,464.37
TKV5X,165.61
LWP30,449.78
WOI3J,110.32
BC4T5,10.38
2IDVL,824.91
7NTBC,754.12
DQWJ8,478.94
Z11I2,286.92
W5CXF,958.86
NZ2SB,235.74
SAU30,420.27
ZDWEP,112.95
V3G0O,360.73
JNL8O,61.52
ZOWWQ,130.76
Y0JFW,414.35
R3L2I,741.67
S4RWO,350.30
850FI,968.93
5M0UE,437.08
B4B24,70.93
DXIO4,379.25
ANQH3,958.76
OA7L3,93.94
NXWPJ,951.28
J1EDT,1.61
JTEWZ,961.50
0TLDY,823.81
R66P9,76.02
3BNDU,442.81
DK707,504.69
NQTZL,902.81
I2BPJ,778.90
S513P,700.01
WKUCS,269.04
XVPN6,621.95
UKC95,129.52
F4OUH,704.91
B6UZ9,260.68
ZSFKR,376.40
FKYBS,298.32
86F5L,310.25
KP21C,710.88
NEEAR,140.16
5K85M,932.20
099QV,724.83
0QAEM,656.53
T6U3S,842.27
0I790,898.92
V0JC2,648.83
XO6M2,73.04
WE8RV,902.33
28W6F,57.25
UPWPD,406.64
XT381,393.43
JTTKM,786.36
NX6B3,491.02
LYDB1,16.38
N52VS,59.10
T661P,823.30
88U7A,792.62
O9187,655.13
2575Z,210.89
WU1K8,516.05
HW0HO,731.05
P05WL,517.46
4E6OC,334.05
8YIZM,660.72
J3TO4,792.48
IDG3T,508.81
2IPQN,284.83
8E4XE,36.76
H9PRS,89.62
WLLP2,592.52
97OP3,138.76
M1F1V,760.69
HJBOI,668.37
ZH33Q,818.60
K9115,161.74
65RQO,226.45
FJSYZ,345.08
KRFHG,119.23
CWXY7,924.89
TI87B,427.20
K0B79,369.76
7W109,602.36
LZ741,845.55
CYWSG,372.27
BC5BT,306.57
Q81Q4,482.67
O1DDJ,130.93
OVYPJ,113.14
5KEW8,645.81
AFR9A,437.37
SEHGO,583.78
T47YS,643.19
3DGQ8,99.36
4T8GB,194.83
42E25,409.11
D37N4,414.74
25K8O,390.77
FBOUT,995.81
UUC3J,49.79
9Z9IX,390.11
HOVYA,364.00
APVKA,36.28
2OKA1,812.71
O7KJC,464.73
ZT1CY,267.88
TAPXN,632.75
C6DP0,117.99
XLHZW,672.42
E9TFS,854.64
GVZ87,832.65
4FNKV,478.22
F67DK,673.40
4XGK0,730.24
Z4Y9V,783.69
0GHEJ,146.29
NENUM,128.70
88LO6,671.91
NKKTA,961.79
BV8E4,354.14
78SVX,309.81
R29TY,377.89
ATYLG,171.69
KIS1O,390.96
5A8OF,652.25
1ZJ2J,8.75
8GYQI,495.57
G5C3G,661.33
2495Y,473.54
PPB9V,409.49
X6B2Q,747.00
D3UBV,835.68
RRIBH,349.27
ZNK14,69.44
Y51Z8,534.79
WBY4I,63.20
RVNAV,333.48
QTCAI,789.65
DQ820,380.83
LE6BX,104.39
0L5R8,673.83
HX1SU,364.68
X46QC,458.50
NX8KA,258.50
OEV6O,813.15
XU4Y0,959.15
6EVM0,910.38
TFRU6,912.95
JZEFC,315.66
7HB1L,48.54
0O75C,280.41
V8K2J,742.83
DVRYT,428.98
R5HBZ,641.67
FT1JW,739.98
NSHRR,12.22
USW1X,192.31
QGXWA,645.33
CIPT7,160.46
Z8MU5,455.98
11TU8,772.31
EC4Q7,971.41
YON17,644.45
NSD7I,262.93
S8H0N,107.64
0V6KE,996.97
0PBC0,128.95
CWFJ6,603.96
RI0XH,195.45
SPAUT,720.49
A5UL2,812.81
U0TS9,339.05
HXVVO,291.08
MQXIV,857.40
UZ80K,680.32
4V4Y7,945.13
JTDRG,919.38
GLFGC,913.19
NQO1S,577.80
QO40V,693.09
LA8ZE,98.36
0SJW9,582.62
R7HEN,345.67
IOT5L,425.00
7CAO8,129.08
HSWLJ,4.17
291CX,707.60
W6180,329.45
L8W3I,522.57
OPNJ7,870.89
4HEOI,688.15
GNSFU,629.19
9IBLG,924.85
24FOU,332.07
8ZRR9,702.41
WCWE2,720.23
N0571,195.57
3LO81,150.86
6RHJA,816.18
E3Q4C,830.20
B9APT,306.42
HTDPH,717.50
Y7LIX,595.17
OG78K,235.73
7LWQM,941.37
HA34B,451.75
N5XI9,571.58
PZZL6,961.35
2YW5F,794.86
ZXRT4,92.83
5L35Q,279.11
J2YL4,67.52
YZ1UD,467.37
TB1A2,357.62
EOUI1,189.70
M43WO,625.75
95A2N,219.46
YN5JL,133.86
PX66B,103.47
O8ZHR,590.27
GQ5EO,421.35
L5H5Z,274.51
QUDXG,672.88
SQF6X,849.60
LMU0M,124.65
ZB0RZ,709.86
QPTTB,366.23
Q3FTO,525.33
VW9NL,977.90
9WUX2,224.90
9OJX1,723.81
AXX2L,762.34
6WUDQ,761.62
ML3N6,862.89
MW002,791.94
2D061,865.12
AGHSO,750.50
AXCQN,189.26
JPMZ1,187.71
RPJK0,552.42
NQ9OV,835.12
8XR6O,746.25
U6N63,534.60
2VQC3,429.73
HMTTW,591.78
W21PZ,620.63
KPBYG,161.82
B5K9V,567.23
YNBEJ,142.38
13IY9,76.67
V4P1F,500.77
CA5OI,61.72
I6CUK,47.39
WG9TC,225.91
6N4LA,408.85
IPK6Q,31.91
OEOEB,44.61
66GRV,745.56
NANEI,111.08
9F7LC,231.51
OIDQY,85.52
3RDQW,46.25
6X1K9,983.45
M40S7,569.95
BG8MM,369.02
CGODV,516.77
7QLV2,305.90
P403C,604.48
K3UM0,565.68
H0Q7D,324.57
Z8UGV,875.24
TAZ29,30.19
VI2L4,946.15
4MRJ1,551.05
7G8BN,755.15
CBE9I,675.10
UGI17,739.91
V5W73,243.15
9G5R2,257.82
MDV5K,504.02
HJ4MU,548.04
62WFU,799.01
IICXH,382.96
MNFFO,901.23
O3OVQ,724.13
L4HOC,662.10
3ASFV,714.95
0NUT9,535.71
B1BX0,454.03
K0D2B,760.03
53TUI,820.51
KZR4Y,4.94
53TF7,78.18
V735S,956.20
FEB6Z,466.90
YQ02I,788.87
EVWVS,762.80
SE1WO,964.64
J9C5P,60.71
I0FA4,75.01
